Molecular Weight,Isoelectric Point,Net Charge,Average Hydropathy Value,Aliphatic index,DNA Hits,RNA Hits
59166.897199999956,9.817634582519531,53.94679813230117,-1.0428853754940692,45.711462450592876,47,0
56589.85090000006,8.516029357910156,4.4211389812252335,-0.5613508442776735,48.96810506566604,36,0
36982.00379999999,7.492881774902344,2.2987258988447365,-0.6685552407932015,55.72237960339943,13,0
42802.64509999996,5.830680847167969,-4.946195182591751,-0.30693069306930715,83.24257425742574,4,0
54461.76589999992,6.277153015136719,-3.5165245181398603,-0.3648760330578513,84.0495867768595,0,0
47958.62449999999,9.881721496582031,38.56269710187121,-0.8251781472684078,53.25415676959619,47,0
73667.58020000003,5.837516784667969,-11.895372077375555,-0.5685714285714284,64.49624060150376,14,0
44273.347399999875,5.752067565917969,-6.782793216897396,-0.8081841432225061,60.89514066496163,26,0
51503.67179999992,4.727210998535156,-28.100353436497443,-0.6143776824034328,84.29184549356223,83,34
8404.602100000002,5.151252746582031,-3.387093008429389,-0.7194444444444446,86.66666666666666,0,0
68761.75129999996,6.399452209472656,-4.068105236588309,-0.48642172523961613,72.28434504792332,20,0
91685.98070000038,6.218299865722656,-8.360494545082105,-0.46272838002435857,77.11327649208283,4,0
18015.61970000001,7.048759460449219,0.09966166248756281,-0.3602564102564105,88.2051282051282,0,0
66607.13939999996,9.320960998535156,35.89626905610294,-0.7649586776859488,54.72727272727271,48,0
21062.233000000004,10.855415344238281,54.63503981941009,-1.122448979591838,56.938775510204074,22,0
113083.79080000056,8.990379333496094,23.140150074711272,-0.5364891518737662,79.13214990138067,14,0
12140.754099999996,5.397880554199219,-4.214132475758751,-0.7476190476190478,78.0952380952381,26,0
118636.69120000066,5.823951721191406,-14.693395699780638,-0.2939309056956109,83.75350140056021,3,0
17401.124500000005,5.150184631347656,-3.4672459920671415,-0.5527272727272726,56.78787878787879,30,0
13508.686100000012,10.580375671386719,14.02586115561027,-0.30937499999999996,93.90624999999999,83,0
13552.739300000014,10.580375671386719,14.02586115561027,-0.3109375,94.609375,83,0
22743.24880000001,9.251747131347656,2.7300607822131795,-0.3540816326530614,99.13265306122449,45,0
75875.92839999992,5.551795959472656,-12.362955475114475,-0.5514367816091947,70.0287356321839,38,0
34250.37889999998,7.695716857910156,1.0450544784859588,-0.44295302013422855,77.81879194630874,4,4
58539.447199999864,5.379295349121094,-16.318359100818228,-0.8373776908023473,66.77103718199608,5,0
14507.438200000011,5.303993225097656,-4.295872281090713,-0.5267716535433071,80.6299212598425,18,0
16687.162600000007,7.666664123535156,0.730087795920813,-0.34965986394557813,79.65986394557822,0,0
11555.312100000008,10.402000427246094,6.698636899803658,-0.47943925233644846,89.43925233644859,3,834
68190.00989999996,6.069618225097656,-7.219056100095003,-0.39388429752065995,78.11570247933885,37,0
17316.326700000005,9.134468078613281,3.614158689484139,-0.9919753086419761,50.74074074074073,9,0
81053.32860000007,7.318885803222656,1.235820259073293,-0.6103542234332409,61.45776566757494,6,0
80342.86859999999,8.076072692871094,2.8228223991004597,-0.5907840440165049,62.94360385144429,7,0
61139.65439999997,9.140342712402344,19.647403903627,-0.45080500894454373,69.60644007155635,5,0
7757.6723999999995,8.363502502441406,0.6006539451038213,-0.5069444444444443,77.3611111111111,0,0
51790.01990000001,5.918907165527344,-14.884973145148017,-0.6046121593291407,61.99161425576519,39,0
8232.492799999998,4.995307922363281,-4.315823133289959,-0.3569444444444445,108.33333333333334,139,29
8615.7835,4.953544616699219,-2.4808246782107,-0.25189873417721514,91.39240506329114,10,0
55863.30079999994,9.753974914550781,27.789787695445625,-0.707258064516128,70.80645161290322,28,0
23684.29430000001,9.803428649902344,6.043089446528992,-0.07302325581395347,97.16279069767441,14,0
26433.366,5.458015441894531,-7.829514014988561,-0.3720524017467251,85.45851528384279,14,0
71422.23440000002,6.445594787597656,-5.2134119849425105,-0.7539308176100623,70.7075471698113,27,0
15355.929500000006,11.434974670410156,21.680707325340332,-0.6779411764705889,81.91176470588233,156,96
15404.085900000007,11.126930236816406,19.662893347240317,-0.579411764705883,80.51470588235294,146,0
15388.025300000007,11.269309997558594,19.672794337339326,-0.6036764705882358,80.51470588235294,146,0
15327.911400000006,11.269309997558594,19.672794337339326,-0.618382352941177,81.25,131,71
15213.736200000007,11.105247497558594,17.66489134923832,-0.5829629629629636,83.25925925925925,135,71
15487.262500000004,11.137077331542969,20.661894346241315,-0.568382352941177,82.6470588235294,101,0
35783.1824,9.572181701660156,11.00439031374708,-0.47119741100323614,100.06472491909383,12,0
44712.56929999991,5.801948547363281,-17.868619863977628,-0.7644927536231876,61.23188405797102,44,0
41033.518199999955,5.331871032714844,-9.024866337012249,-0.3291891891891893,79.13513513513514,37,0
50771.31159999998,8.205848693847656,4.078627027308386,-0.37900432900432884,73.87445887445888,0,0
8501.8159,6.138404846191406,-0.5007226576576116,-0.003846153846153848,105.0,6,0
19443.664,4.686302185058594,-11.309673818611731,-0.5539772727272729,85.51136363636364,25,0
73457.34619999994,8.125312805175781,4.719357135847972,-0.3818181818181817,81.61787365177196,7,2
8433.567900000004,6.565437316894531,-0.39151360877007235,-0.1551282051282051,105.12820512820511,10,0
59875.4736999999,5.192695617675781,-13.81845910153936,-0.16082289803220073,85.9391771019678,6,126
69560.81299999985,6.195869445800781,-4.575102498484142,-0.45426229508196714,76.49180327868852,37,0
38174.81269999995,6.279289245605469,-2.773574441943481,-0.23988269794721412,83.87096774193547,20,0
131101.9827000007,6.231971740722656,-8.43394194331708,-0.7420726306465895,81.80690876882197,60,16
14762.27240000002,9.233589172363281,7.670459017909266,0.17819548872180452,94.51127819548871,2,0
22299.08730000001,9.706871032714844,11.825703229792069,-0.0419191919191918,99.54545454545455,188,23
14803.05960000001,9.694801330566406,7.847462809702497,-0.7444444444444447,82.77777777777777,41,0
46625.81440000007,6.544075012207031,-2.2603433239570876,-0.6172093023255817,65.88372093023256,48,0
34419.51559999998,5.537483215332031,-5.240693117922035,-0.4445205479452058,82.08904109589041,30,0
57837.978199999925,5.430458068847656,-17.03352942413637,-0.7968627450980386,53.56862745098039,60,0
55130.836799999895,5.700370788574219,-12.12676459714286,-0.8765199161425569,49.475890985324945,65,0
85956.9966,6.094932556152344,-9.50563502636767,-0.694888597640891,78.23066841415465,11,0
55637.10199999995,6.801490783691406,-0.6851748389797692,-0.4573999999999998,70.17999999999999,27,0
128254.5701000008,9.379707336425781,45.39017013425615,-0.8684668989547035,67.15156794425087,10,0
81624.02499999995,5.780479431152344,-13.86703881573223,-0.54731638418079,74.92937853107344,33,0
42149.19450000003,9.082344055175781,6.28744177062174,-0.5202046035805622,69.0537084398977,26,0
35557.89939999997,8.612266540527344,4.020628534007415,-0.4475409836065576,85.9672131147541,3,0
57260.49870000001,5.020301818847656,-21.320758671731987,-0.387145557655954,80.35916824196596,20,0
